['2', ' 0', ' 3', ' 9', ' 0']
['3', ' 192792', ' 1', ' 9', ' 45', ' 0']
['3', ' 192942', ' 1', ' 9', ' 40', ' 111']
['3', ' 192967', ' 1', ' 9', ' 45', ' 88']
['3', ' 193040', ' 1', ' 9', ' 40', ' 0']
['3', ' 193271', ' 1', ' 9', ' 45', ' 0']
['3', ' 193665', ' 1', ' 9', ' 43', ' 95']
['3', ' 193791', ' 1', ' 9', ' 43', ' 0']
['3', ' 193957', ' 1', ' 9', ' 43', ' 88']
['3', ' 194245', ' 1', ' 9', ' 43', ' 0']
['3', ' 194898', ' 1', ' 9', ' 40', ' 127']
['3', ' 195059', ' 1', ' 9', ' 40', ' 0']
['3', ' 195834', ' 1', ' 9', ' 51', ' 123']
['3', ' 195925', ' 1', ' 9', ' 51', ' 0']
